776 777 776 777 777 776 777 777 777 777 777 777 777 777 777 777 777 777 777 777 777 777 777 777 777 778 777 777 777 777 777 777 777 777 777 777 777 777 777 777 777 778 777 778 778 777 777 777 778 777 778 777 778 778 778 777 777 777 777 777 777 778 777 777 778 777 777 778 777 778 777 778 778 777 777 777 777 777 778 777 778 777 778 778 777 778 777 778 777 778 777 777 777 778 777 777 778 777 777 778 777 777 777 777 777 777 777 778 778 777 778 777 778 777 777 777 777 777 777 777 778 777 777 777 778 777 777 778 777 778 777 777 777 777 777 777 777 777 777 777 778 777 777 778 777 777 777 777 777 777 777 777 778 777 777 777 777 778 777 777 777 777 777 777 778 778 777 777 777 777 777 778 777 778 777 777 777 777 777 777 777 777 777 777 777 777 777 777 778 778 777 777 777 777 777 777 778 0.2 -0.4

