695 695 695 695 696 695 696 695 696 696 696 696 696 696 696 696 697 697 697 697 696 696 696 697 697 697 697 697 697 697 698 697 697 698 698 698 698 698 698 698 698 698 698 698 698 698 698 698 698 698 698 698 698 698 698 698 697 698 697 697 697 697 697 697 697 697 696 696 696 696 695 695 695 695 695 694 695 694 695 694 694 694 693 693 693 692 692 691 691 691 691 690 690 690 690 690 690 690 690 691 690 691 691 691 691 691 691 692 692 691 692 692 692 692 692 692 692 693 692 693 692 692 692 692 693 692 692 692 691 691 691 690 689 689 689 688 688 688 688 688 688 688 688 687 687 687 687 687 687 687 687 687 687 688 688 688 689 689 689 690 690 690 691 690 691 690 691 691 690 691 690 690 690 690 690 689 689 689 688 688 688 687 688 688 688 688 687 687 686 686 686 686 687 687 687 686 686 686 686 686 686 685 685 684 684 684 683 683 683 683 683 682 682 682 682 682 682 682 682 682 682 683 683 684 684 685 685 685 685 685 686 686 685 685 684 683 683 683 682 683 682 682 682 682 682 682 682 682 682 681 681 681 681 681 680 680 680 680 680 680 680 679 680 679 680 680 680 680 680 680 681 681 682 682 682 682 683 683 683 683 683 683 682 682 682 681 681 680 680 680 679 679 679 679 680 680 680 680 681 681 682 682 683 683 683 683 684 684 684 684 685 685 685 686 686 686 686 687 686 687 687 687 688 688 688 688 687 688 688 687 687 688 689 689 689 690 692 693 693 693 693 692 691 688 687 685 684 682 680 679 678 678 677 676 676 676 676 676 676 676 677 677 678 678 679 679 679 680 680 680 681 680 680 680 680 680 680 680 681 681 681 681 681 681 680 679 680 680 680 680 681 681 682 682 682 683 683 684 684 684 684 685 685 685 685 686 686 686 686 686 686 686 687 687 687 687 687 688 687 687 687 688 688 688 688 688 688 688 -0.4 -0.6

